"","Quantiseq_B.cells","Quantiseq_Macrophages.M1","Quantiseq_Macrophages.M2","Quantiseq_Monocytes","Quantiseq_Neutrophils","Quantiseq_NK.cells","Quantiseq_T.cells.non.regulatory","Quantiseq_CD8.cells","Quantiseq_T.cells.regulatory","Quantiseq_Dendritic.cells","Quantiseq_uncharacterized_cell"
"SAM2624229effe8",0.0280805267413987,0.001993037652712,0.0469737729001969,0,0.104995451390812,0.0187153258436204,0,0.0042285495265939,0.0162315109843844,0,0.778781824960281
"SAMd2492b2a31bb",0.0140397283719412,0.0330747476199146,0.0192050912941688,0,0.167165963746001,0.00586140399806082,0,0.000943700404572538,0.0109471564692226,0,0.748762208096118
"SAM670649e105b5",0.0104627864587518,0.00241073373829127,0.0214756935758223,0,0.267825529292916,0.00570133286044818,0,0.000243556047070703,0.00589402631575697,0,0.685986341710942
"SAM5fe7a81a39dd",0.0227575112015439,0.00224512987293101,0.0436503782934571,0,0.14874540257857,0.0122329213473093,0,0.00816543349173159,0.02374013151029,0,0.738463091704167
"SAM29da928587ad",0.0216961735074291,0.00551271522496292,0.00642234830654222,0,0.208024128642591,0.00741306352572579,0,0.000156267081397472,0.00786741428718601,0,0.742907889424165
"SAM0a0f2bac4b20",0.0218069738153698,0.0122101703084341,0.01974818439631,0,0.150104611676918,0.00468500753288024,0,0.00145410361180514,0.00993061862342689,0,0.780060330034856
"SAM8e469834acc1",0.0300694611886983,0,0.0525098140442944,0,0.0914081658676238,0.0128206225234999,0,0.000286766499812903,0.0135348988311239,0,0.799370271044947
"SAM181b638b8248",0.0383572357888141,0.0289411305395853,0.0349079158385422,0,0.120323434887944,0.0130771794035792,0,0.0140397349118421,0.0329517694407533,0,0.71740159918894
"SAM3b15b4c6311d",0.0126213660528159,0.0143534013092466,0.0121165926887286,0,0.180936849037398,0.00573123206696565,0,0.00502040527921409,0.0102947759972485,0,0.758925377568382
"SAM1c8b086175ca",0.0202422897633605,0.00618332055934492,0.0313410735454041,0,0.146480354093575,0.00790726743565291,0,0.000926699858729711,0.010565042182945,0,0.776353952560988
"SAMeaa477a5384b",0.0325473123654127,0.000490566223567716,0.0478039392346252,0,0.1239677452936,0.0188539450525887,0,0.0129513639667116,0.0148981526702341,0,0.74848697519326
"SAM1dda30f1c5be",0.0280946778893805,0.0130647189573732,0.0438254052456809,0,0.170507024434019,0.009591299456738,0,0,0.0175182056894461,0,0.717398668327362
"SAM9daccafc18db",0.0220806538284512,0.00982886433935723,0.0159616800802049,0,0.111486495769425,0.0134120017917489,0.0162176169764852,0.000817833482404956,0.00546534193222874,0,0.804729511799693
"SAM25510f300d79",0.00983956425848573,0.00510278755663825,0.0123090914046071,0,0.175056867949348,0.00769210564464216,0,0,0,0,0.789999583186279
"SAM187e056d6a2a",0.0157810663705039,0.0036590234470002,0.0176653253969639,0,0.153707589574117,0.00532261351856539,0,0,0.00490480684725382,0,0.798959574845596
"SAMbc8dc3a7b54e",0.014035473901897,0,0.0234180116137414,0,0.0765776012942857,0.0102533236201121,0.00457602735526939,0,0.00357992726528479,0,0.86755963494941
"SAMae02629a97f7",0.0201136952848903,0.00250825186955585,0.0399985676419336,0,0.0417953864317851,0.0141692330562508,0.000714797503319458,0,0.00344785957217304,0,0.877252208640092
"SAM7829a341b9f3",0.0185928755914279,0.000476706411240065,0.0287737477142817,0,0.12398309330658,0.0155704924904141,0,0.00190792646791413,0.0162017376689836,0,0.794493420349159
"SAM0f956e757453",0.0255509484304146,0.00553533697191655,0.0550701858832766,0,0.123693282819098,0.0189962906447036,0,0,0.0117462207610751,0,0.759407734489515
"SAM09c84ec0cf34",0.0155517318508669,0.000894739563506843,0.0165273362591973,0,0.15141816848725,0.00469013038788565,0,0,0.00378631435063841,0,0.807131579100655
"SAMb2e4a082541a",0.229141152335881,0.0300459298835807,0.0334316406928064,0.019911845857702,0.0349445407498277,0.0532611444077168,0.25591511517549,0.0114361263913923,0.0523776086337185,0,0.279534895871885
"SAM771445e92421",0.0336544916614836,0.00932231372088524,0.0450895771866349,0,0.113700039983673,0.0208065674507635,0,0.00648202838102145,0.0496680977682649,0,0.721276883847273
"SAM59fda9035d1d",0.0119060310898634,0.015456548773056,0.019646109767595,0,0.0798453351600373,0.0057883400171426,0.0057341169161686,0,0.0034859180228264,0,0.858137600253311
"SAM6f2a102a99df",0.0553304448820674,0.0364122063479022,0.0319084540575075,0,0.0662833880808169,0.0158411229538355,0,0.00961192591906668,0.0199738707501242,0,0.76463858700868
"SAMe56c96c51190",0.0249147395201232,0.0481297475709438,0.0283310952292938,0,0.1523050543577,0.0199078526506267,0.00916963490649052,0.0146622448902914,0.0307167172340537,0,0.671862913640477
"SAM1ab1b28d9f2b",0.0252105004400083,0,0.0303075627058569,0,0.207713258311297,0.0118828266710367,0,0,0.0034943171611877,0,0.721391534710613
"SAM6662f5181f87",0.0162255785874374,0.0031583980993155,0.0203355061369238,0,0.153013639305348,0.00863339536462262,0,0.000859629424837849,0.00774028375774587,0,0.790033569323769
"SAM18b9351e265a",0.0361336936994653,0.0352226250211943,0.0492406316078145,0,0.0679816683558208,0.0276164466995579,0,0.00440352403830544,0.0392909172931335,0,0.740110493284708
"SAM7fb7a13c096b",0.0620838150177393,0.00823258933222018,0.0264012939079417,0,0.111374186276391,0.0212852034847395,0,0,0.0144401429928232,0,0.756182768988145
"SAM87a8e18eb45b",0.0137424591220048,0,0.0182613324248852,0,0.0875283597430337,0.00758093212180557,0,0,0.00576745643457825,0,0.867119460153693
"SAM9725303dce0c",0.0178024425229512,0.00642860534921242,0.0238966156732724,0,0.13109348375773,0.0117804686438187,0,0,0.0142301581375191,0,0.794768225915496
"SAM6ff654a20f98",0.0281359211174306,0.00915605272848902,0.0413954721743965,0,0.124774911577168,0.0178683149152758,0,0.000866721034877332,0.0187174424125222,0,0.75908516403984
"SAM94859b440b1d",0.0196613608344688,0,0.021947317138063,0,0.0882423215231925,0.0141051461543492,0,0,0.00614071385047251,0,0.849903140499454
"SAMc57eadb2d82b",0.0164191910108931,0,0.0248059443068989,0,0.0809814217781277,0.00691783881083536,0,0,0.0033681192226059,0,0.867507484870639
"SAMaabf4afe4213",0.0204273774144804,0.00117448131117306,0.0163632471602625,0,0.118133381327258,0.00986763798416679,0,0.00121020327276743,0.00523626697547697,0,0.827587404554415
"SAMce39dd79b441",0.0161951705545014,0.0162046724225378,0.0206794264599973,0,0.0430562090941096,0.00787770643175048,0,0.00115281673537456,0.0118998640388182,0,0.882934134262911
"SAM6964a6d7b967",0.0197865448805551,0,0.0119211141748673,0,0.114775434005659,0.011553469879132,0.00406714436551498,0.00107277771539334,0.00128137374985068,0,0.835542141229028
"SAMf20b827dca51",0.0576438120567828,0.0280999244008003,0.0422339381315653,0,0.0949934345943987,0.0267392166177883,0.0235063748371052,0.0272473914815808,0.0500765804644956,0,0.649459327415483
"SAM6792d6e98068",0.0169160315458548,0,0.0273178051581686,0,0.111412502114718,0.00795464690903167,0,0,0.00240540994613641,0,0.833993604326091
"SAM31d9176e11fb",0.0244078406149541,0.0163884695943173,0.0241816049033417,0,0.055825734943103,0.0102429195977561,0,0.00498267173982822,0.0162624162904526,0,0.847708342316247
"SAM5cc2d9036053",0.0351778823708643,0.00742150967409852,0.045376859303035,0,0.116398120389261,0.034533709290689,0,0,0.000731018044760007,0,0.760360900927292
"SAM80c6183220e6",0.0297807972058873,0.0163073075367332,0.0318454465572664,0,0.105084282308702,0.0157582961891363,0,0.00519765392219233,0.0354652353490229,0,0.76056098093106
"SAM572f19794c96",0.00675140631162406,0.00443700794930343,0.0012752938635644,0,0.276810978432776,0.00159372449505518,0,0.00103881485067035,0.00384648852088269,0,0.704246285576123
"SAM1f83ebd6be9b",0.0206443840850151,0,0.0262537580246424,0,0.0617556302599,0.0115806511200254,0,0.000681437191205899,0.00894567164925782,0,0.870138467669953
"SAMe7e4f7c076a7",0.0110418700682227,0.0597101976920953,0.0264396051900794,0,0.15885285773804,0.00527148878674704,0,0.00536210790282672,0.0255514817291613,0,0.707770390892828
"SAMc6eff056c89a",0.0639976635908192,0.00843818767986232,0.0278190097778671,0,0.0453235426221634,0.0175046564386868,0,0.00272217415353701,0.0189215822761403,0,0.815273183460924
"SAM5cfa1699bdb7",0.028769651064867,0.0194916584705979,0.0292432797364861,0,0.0667327307183509,0.0133197642341184,0,0,0.00955528873887138,0,0.832887627036708
"SAMda4d892fddc8",0.0325930095055251,0.0138545320201702,0.0146722919272343,0,0.104321321261505,0.00915148680954262,0,0.00151935972574756,0.0147367626264797,0,0.809151236123795
"SAMe3d4266775a9",0.0123913613335828,0.000391184964121647,0.0234929637770108,0,0.133653340453602,0.010213989585795,0,0.000265083061286555,0.00926640949083886,0,0.810325667333762
